5,7,0,0
10,8,0,0
15,15,0,0
20,15,0,0
25,15,0,0
30,18,0,0
35,18,0,0
40,21,0,0
45,22,0,0
50,22,0,0
55,22,0,0
60,22,0,0
65,25,0,15
70,28,0,20
75,28,0,22
80,28,0,22
85,34,0,22
90,34,0,22
95,34,0,28
100,34,0,28
105,34,0,28
110,40,0,28
115,40,0,28
120,40,0,28
125,40,0,28
130,40,0,30
135,40,0,30
140,40,0,30
145,40,0,30
150,40,0,30
155,40,0,30
160,40,0,30
165,40,0,30
170,40,0,30
175,40,0,30
180,40,0,30
185,40,0,35
190,40,0,35
195,41,0,35
200,41,0,35
205,41,0,35
210,41,0,35
215,41,0,35
220,41,0,35
225,41,0,35
230,41,0,35
235,41,0,35
240,41,0,35
245,41,0,35
250,41,0,35
255,41,0,35
260,41,0,35
265,41,0,41
270,41,0,41
275,41,0,41
280,41,0,41
285,41,0,41
290,41,0,41
295,41,0,41
300,41,0,41
305,41,0,41
310,41,0,41
315,41,0,41
320,41,0,41
325,41,0,41
330,41,0,41
335,41,0,41
340,41,0,41
345,41,0,41
350,41,0,41
355,41,0,41
360,41,0,41
365,41,0,41
370,41,0,41
375,41,0,41
380,41,0,41
385,41,0,41
390,41,0,41
395,41,0,41
400,41,0,41
